commit,score
Do not resolve executables as relative path from current directory (#… )* Refactor: child pager process creation* Protect calls to Command::new behind grep_cli::resolve_binary* Move less env-var setting into less-specific branch,1
Fix XML schema vulnerability ,1
Fix: Possible prototype pollution if `constructor` were used in a dat… …a property name418sec/huntr#827,1
Updated libwebp to 1.3.2,0
Add FDB table vendor search drop down (#15072)* Add vendor search and related functions* Add OUIDB cache for vendor lookup* Add vendor drop down* appy style CI changes* Apply style CI and lint changes* more styleCI changes* update type hinting* Edit mac_oui cache lock name and function* Update MAC OUI message during daily* Use DB for vendor lookup* New vendor_oui table migration* New MAC OUI to database function* Update readbleOUI to use DB rather than cache* Make StyleCI changes* styleCI tweak* Remove lock release to allow refresh timer* change migration name to match table* add schema dump* update schema* styleCI tweak,0
Ensure validation sticks in banded_triangular_solve_op PiperOrigin-RevId: 373275480Change-Id: Id7717cf275b2d6fdb9441fbbe166d555182d2e79,1
path traversal fix ,1
Telegram webhooks support,0
Merge pull request #10361 from snipe/fixes/xss_in_accessories_checkou… …t_notesEscape notes in transformCheckedOutAccessory,1
"Update comments, field types, add max-read-size const, etc ",1
Miscellaneous fixes (#15162),0
Fix slowness with repetitive stars ,1
style: theming improvements for navigation links (#2653),0
Bumped versionSigned-off-by: snipe <snipe@snipe.net>,0
"[BUGFIX] Add CKEditor5 migrator for typo3link.additionalAttributeseditor.config.typo3link.additionalAttributes was used inTYPO3 v11 to enable certian attribute on link tags.Add a migrator that enables the same effect via theGeneral HTML Support (GHS) CKEditor5 plugin configuration`config.htmlSupport`.Also remove the evaluation of the related but unused global config option['EXTCONF']['rte_ckeditor']['plugins']['TYPO3Link']['additionalAttributes']which was added in #78917 (initial CKEditor4 linkbrowser integration)but was never actually used (which was probably undiscovered due to itssimilar name).Resolves: #102052Releases: main, 12.4Change-Id: I2ca5b24890dd71dc5cba3aade22995a843e3dd33Reviewed-on: https://review.typo3.org/c/Packages/TYPO3.CMS/+/81311Tested-by: core-ci <typo3@b13.com>Tested-by: Oliver Hader <oliver.hader@typo3.org>Reviewed-by: Oliver Bartsch <bo@cedev.de>Tested-by: Benjamin Franzke <ben@bnf.dev>Reviewed-by: Oliver Hader <oliver.hader@typo3.org>Reviewed-by: Stefan Bürk <stefan@buerk.tech>Tested-by: Oliver Bartsch <bo@cedev.de>Reviewed-by: Benjamin Franzke <ben@bnf.dev>Tested-by: Stefan Bürk <stefan@buerk.tech>",1
update dockerfile,0
Add test to verify CSRF in user's settings #221,1
vulnerability fix ,1
Improved worflow panel ,1
"Define field limit for username, email and root directory #223",0
chore: skip compose memo error,1
update ,1
added allowed customized types ,1
Merge branch 'release' into build-release,0
"Fix potential vulnerability for ""http://\\\\localhost"" ",1
Merge branch 'MDL-69119_angle_bracket_character_in_answers_not_escaped_in_moodle_xml_export_of_multiple_choice_calculated_questions' of https://github.com/ziegenberg/moodle,0
[lite] Check for overflow when creating required bytes. PiperOrigin-RevId: 417629001Change-Id: Ia7feb3ea8e988f4fd4b3c98c1a1fed4557d99fd7,1
"Return Tuple for shape, not listPiperOrigin-RevId: 577031472",0
"[XLA:GPU] Handle NaNs correctly in minimum and maximumFixed that IrEmitterTriton ""swallowed"" NaNs in minimum and maximum.Fixed that ElementalIrEmitter ""swallowed"" NaNs in the case of minimum(x, NaN) on GPU. That was likely caused by an llvm error.PiperOrigin-RevId: 575817645",1
fix: corrected CS errors (#2492),1
added escape function to the icon field ,1
Add event for automatic chat closing,0
bug: fix segfault of invalid toString() object (#1450) * bug: verify toString() returns valid data* test: faulty toString test,1
"feat: increased max input length for sanitizer, closes #2581",1
Updated libpthread-stubs to 0.5,0
"XWIKI-18838: Use ARIA landmarks for main page regions (#2345)* Added a navigation element wrapping the hierarchy element (accessible name, escaped and localized)* Updated style to avoid the white border under the page content* Updated the view template to avoid style issues with secondary viewers* Removed unwanted shadow from the hierarchy_breadcrumb",0
"MDL-79364 backup: Fix conversion for 1.9 backups.1.9 backups used current plugin version as oldversion.But quiz uses some hardcoded version numbers when processingrestore which is lower then current plugin number, so some quizlogic was ignored.See define_structure(), process_quiz_question_instance() withinrestore_quiz_stepslib.php",1
fix: isExternal check with malformed URL + tests (#1510) Fix #1477. Fix #1126. Follow-up to #1489.,1
Merge pull request from GHSA-m54r-vrmv-hw33 Signed-off-by: Matt Butcher <matt.butcher@microsoft.com>,1
Generate a new session on login and 2FA #220 ,1
update,0
fix: query aggregation pipeline cannot handle value of type `Date` when `directAccess: true` (#8167),0
Merge pull request from GHSA-77vh-xpmg-72qh *.md: bring mediaType out of reserved status,1
"Update dependency sass to v1.64.2 (#8325)Co-authored-by: renovate[bot] <29139614+renovate[bot]@users.noreply.github.com>Co-authored-by: Mark Waite <mark.earl.waite@gmail.com>",0
Change button layout,0
Merge branch 'patrik-layout-repositories' into 'master'Change layout of repositoriesSee merge request ikus-soft/rdiffweb!299,0
XWIKI-21468: Basic formatting and accessibility for the What's New feature* Use semantic HTML elements for improved appearance and accessibility.,0
companion: block redirects to urls with different protocol ,1
NEXT-15675 - Improve file download ,1
Avoid (de)serialization of XThis.Handler ,1
Using a crypto random number generator in `Request` (#88) * Using a crypto random number generator in `Request`This changes `Request` to use cryptographically securerandom numbers.It prevents possible spoofing of DNS responses.* Fix styleCo-authored-by: Mirza Kapetanovic <mirza.kapetanovic@gmail.com>,1
Remove the last of the namespaces for localization (#23261)Closes #23261,0
Merge pull request from GHSA-53c4-hhmh-vw5q Update repo handling,1
Advisory fix 1 (#1089) * Update cache and comparison downloads to use https* Zip Slip tests and fix* Zip Slip tests 2 and fix* Add missing tempDir child in ScannerTest* Add win format zip test* Add tests to r4b* Add tests and fixes for slips in tgz processing* Update fhir-test-cases version,1
"Bump @types/node from 20.8.7 to 20.8.8 in /js (#24268)Bumps [@types/node](https://github.com/DefinitelyTyped/DefinitelyTyped/tree/HEAD/types/node) from 20.8.7 to 20.8.8.- [Release notes](https://github.com/DefinitelyTyped/DefinitelyTyped/releases)- [Commits](https://github.com/DefinitelyTyped/DefinitelyTyped/commits/HEAD/types/node)---updated-dependencies:- dependency-name: ""@types/node""  dependency-type: direct:development  update-type: version-update:semver-patch...Signed-off-by: dependabot[bot] <support@github.com>Co-authored-by: dependabot[bot] <49699333+dependabot[bot]@users.noreply.github.com>",0
MDL-78129 communication_matrix: Remove Behat testThis change requires a change in the mock server which we don't have    time to do before Beta. This will be done in the coming days and this    commit content reverted.This one will be re-introduced in MDL-79460,1
Fix inefficient regex to replace return characters ,1
"fix unscopables and add test for unscopables (#6608)Fix array unscopables and update testsAlso sign Contributor agreementFix: #6607",1
chore: downgrade log level for auto backup disable (#2454)downgrade log level for auto backup disable,0
XWIKI-21324: The grey links for analysed extension vulnerabilities is confusingFix ExtensionSecurityIT.,1
Merge pull request from GHSA-g3wg-6mcf-8jj6 * Issue #5451 - Improving temp directory creation.+ Using new Files.createTempDirectory() instead  of nonsense around File.createTempFile()Signed-off-by: Joakim Erdfelt <joakim.erdfelt@gmail.com>* Fixes #5451 - Restoring File.deleteOnExit,1
Applied appropriate javascript and html escaping in mailto plugin to … …counter injection attacksFixes #454,1
readd posix null terminator to lib/Runtime/PlatformAgnostic/Platform/POSIX/ArraysUtility.cpp,0
feat: added check for valid image MIME types,1
Support S3 storage / 支持S3存储,0
XWIKI-20258: Improve escaping in the Legacy ActivityMacro ,1
Split JsBuiltins.js into 3 files by object type,0
acl: do not resolve local tokens from remote dcs (#8068) ,1
Remove MS SQL JDBC driver from the Keycloak productCloses #22983,1
Optimize components / 优化组件,0
KEX with Elliptic Curve curve25519 Add Kex Algos curve25519-sha256(@libssh.org),1
MDL-79600 course: Fix courseindex collapseall icon in RTL- Add new fa-angles-{left|right|down|up} icons to the icon system- Fix course index collapseall icon in RTL,0
feat: delete content can recover,0
fix: brute force guessing of user sensitive data via search patterns; this fixes a security vulnerability in which internal and protected fields may be used as query constraints to guess the value of these fields and obtain sensitive data (GHSA-2m6g-crv8-p3c6) (#8144),1
Update Release notes,0
go  mod,0
fix: check prototype property access in strict-mode (#1736) ,1
Enforce 'Origin' validation,0
Internal Code ChangePiperOrigin-RevId: 577400254,0
prevent OS commands from being injected ,1
Fix a potential buffer overflow issue in reference kernel of the CONV… …_3D_TRANSPOSEPiperOrigin-RevId: 479074072,1
Merge branch 'MDL-79482' of https://github.com/paulholden/moodle,0
show Temperature Graphs on Smart App Overview (#15342),0
feat: Allow setting `createdAt` and `updatedAt` during `Parse.Object` creation with maintenance key (#8696),0
Reffactor quota plugin #183,0
Fix potential SQL injection in Smart Playlists ,1
"feat: added Symfony Router, refactored admin/api/updates (#2492)",0
refactor: removed direct access to session,1
Escape for angular in embed pages ,1
Merge pull request #13756 from spencerrlongg/bug/label_logo_fixFixed #13652 - Labels Using Wrong Logo,0
Install libopenblas-dev to fix installing NumPy on Linux PyPy 3.10,0
"Always call methods on references in a macro The macro scope cannot be trusted to not contain trait implementationswhich try to break this crate. To avoid this, explicitly referencevariables on which methods are called.",1
Translated using Weblate (Russian)Currently translated at 100.0% (7 of 7 strings)Translation: XWiki Platform/xwiki-platform-attachment-uiTranslate-URL: https://l10n.xwiki.org/projects/xwiki-platform/xwiki-platform-attachment-ui/ru/,0
Validate some shape requirements for `Conv3DBackpropFilter*` and `Con… …v3DBackpropInput*` ops.Older versions of Eigen might otherwise crash / produce OOB read on specially crafted inputs.PiperOrigin-RevId: 369293977Change-Id: I58f51445a93936d7cf8e616f75de17677df36718,1
Merge branch 'MDL-79623-master' of https://github.com/PhMemmel/moodle,0
"[BUGFIX] Adjust config file path in Install Tool password hintThe file `settings.php`, which stores the value of$GLOBALS['TYPO3_CONF_VARS']['BE']['installToolPassword'] islocated under `config/system/` in Composer-mode. If a projectis not set up with composer it is `typo3conf/system/`.The hint next to the Install Tool's login mask spells the wrongpath, which is corrected with this patch. Also the differencebetween legacy and composer setups is taken into account, withoutexposing information about the projects file structure.Resolves: #102166Releases: main, 12.4Change-Id: I5b2313516c1af9623a9c8de8f1dca7bb46fb8ce0Reviewed-on: https://review.typo3.org/c/Packages/TYPO3.CMS/+/81425Reviewed-by: Jan Greth <jan@greth.me>Tested-by: core-ci <typo3@b13.com>Reviewed-by: Nikita Hovratov <nikita.h@live.de>Tested-by: Garvin Hicking <gh@faktor-e.de>Reviewed-by: Garvin Hicking <gh@faktor-e.de>Tested-by: Jan Greth <jan@greth.me>Reviewed-by: Markus Klein <markus.klein@typo3.org>Tested-by: Nikita Hovratov <nikita.h@live.de>",1
Update dependency sass to v1.69.0 (#8579)Co-authored-by: renovate[bot] <29139614+renovate[bot]@users.noreply.github.com>,0
Merge pull request #6785 from rhuanjl/loopIncr0Fix incorrect failFast for Incr0,1
MDL-69340 tag: Correct the filter input HTML in the tag manager ,1
Disable filesize for deleted files to improve page loading #241,0
[Task] Improve webtoprint pdf (#14560) * Improve webtoprint pdf* Use different method,1
